	res	x1	x3	x_N-4	x_N-2
15479	9.492541722111447e-07	-0.49999975695123716	-2.4999987873925598	-97.49999884293705	-99.49999976854171
15480	9.483175891222828e-07	-0.4999997571910367	-2.499998788588956	-97.49999884407863	-99.49999976877007
15481	9.473820989924775e-07	-0.4999997574305995	-2.4999987897841716	-97.49999884521911	-99.49999976899821
15482	9.464473151310493e-07	-0.499999757669926	-2.4999987909782084	-97.49999884635844	-99.49999976922612
15483	9.455135401847947e-07	-0.49999975790901635	-2.4999987921710667	-97.49999884749667	-99.49999976945381
15484	9.44580562434183e-07	-0.49999975814787084	-2.4999987933627486	-97.49999884863377	-99.49999976968127
15485	9.436487203307031e-07	-0.4999997583864896	-2.499998794553254	-97.49999884976974	-99.49999976990851
15486	9.427177890541927e-07	-0.499999758624873	-2.499998795742585	-97.4999988509046	-99.49999977013553
15487	9.417874593520281e-07	-0.49999975886302117	-2.499998796930742	-97.49999885203832	-99.49999977036231
15488	9.408583986902919e-07	-0.49999975910093436	-2.4999987981177276	-97.49999885317092	-99.49999977058889
15489	9.39930199672645e-07	-0.4999997593386127	-2.4999987993035417	-97.49999885430243	-99.49999977081524
15490	9.390025796363055e-07	-0.4999997595760567	-2.4999988004881857	-97.49999885543282	-99.49999977104136
15491	9.380762117650043e-07	-0.49999975981326644	-2.499998801671662	-97.49999885656209	-99.49999977126726
15492	9.371507335154128e-07	-0.49999976005024205	-2.4999988028539697	-97.49999885769024	-99.49999977149294
15493	9.362260400269662e-07	-0.499999760286984	-2.499998804035111	-97.49999885881728	-99.49999977171838
15494	9.353021871993938e-07	-0.4999997605234923	-2.499998805215087	-97.4999988599432	-99.4999997719436
15495	9.343795310257086e-07	-0.49999976075976726	-2.499998806393899	-97.499998861068	-99.49999977216861
15496	9.334577582009729e-07	-0.4999997609958091	-2.4999988075715476	-97.49999886219172	-99.4999997723934
15497	9.3253680716332e-07	-0.4999997612316181	-2.4999988087480345	-97.4999988633143	-99.49999977261797
15498	9.316167314810109e-07	-0.49999976146719427	-2.4999988099233605	-97.4999988644358	-99.49999977284232
15499	9.306974710354687e-07	-0.4999997617025382	-2.499998811097527	-97.49999886555618	-99.49999977306642
15500	9.297791909168573e-07	-0.49999976193764983	-2.499998812270535	-97.49999886667545	-99.49999977329031
15501	9.288618369462931e-07	-0.49999976217252945	-2.499998813442385	-97.49999886779362	-99.499999773514
15502	9.279453757615741e-07	-0.4999997624071774	-2.49999881461308	-97.4999988689107	-99.49999977373746
15503	9.270298955144085e-07	-0.4999997626415937	-2.4999988157826194	-97.49999887002666	-99.4999997739607
15504	9.261152943418338e-07	-0.4999997628757789	-2.4999988169510043	-97.49999887114154	-99.49999977418372
15505	9.252014321337043e-07	-0.4999997631097331	-2.499998818118237	-97.4999988722553	-99.4999997744065
15506	9.242887425986446e-07	-0.4999997633434563	-2.499998819284318	-97.49999887336797	-99.49999977462909
15507	9.233768498151385e-07	-0.4999997635769488	-2.4999988204492483	-97.49999887447954	-99.49999977485146
15508	9.224657810946724e-07	-0.4999997638102111	-2.4999988216130298	-97.49999887559002	-99.49999977507359
15509	9.215556011077375e-07	-0.4999997640432433	-2.4999988227756624	-97.49999887669942	-99.49999977529552
15510	9.206463057465086e-07	-0.4999997642760454	-2.499998823937149	-97.4999988778077	-99.49999977551722
15511	9.197380949066414e-07	-0.49999976450861794	-2.499998825097489	-97.4999988789149	-99.4999997757387
15512	9.18830568963358e-07	-0.4999997647409612	-2.499998826256684	-97.499998880021	-99.49999977595996
15513	9.179238991685601e-07	-0.49999976497307513	-2.499998827414736	-97.499998881126	-99.499999776181
15514	9.170184038786999e-07	-0.49999976520495987	-2.499998828571645	-97.49999888222989	-99.49999977640184
15515	9.161135406943188e-07	-0.499999765436616	-2.499998829727412	-97.49999888333272	-99.49999977662245
15516	9.15209815877116e-07	-0.4999997656680435	-2.4999988308820393	-97.49999888443446	-99.49999977684283
15517	9.143068996353421e-07	-0.49999976589924267	-2.4999988320355273	-97.49999888553512	-99.49999977706301
15518	9.134045316216977e-07	-0.49999976613021374	-2.4999988331878775	-97.4999988866347	-99.49999977728295
15519	9.125036277701781e-07	-0.4999997663609567	-2.4999988343390904	-97.49999888773316	-99.49999977750271
15520	9.116032733680335e-07	-0.4999997665914724	-2.4999988354891673	-97.49999888883055	-99.49999977772222
15521	9.107036587630013e-07	-0.49999976682176045	-2.49999883663811	-97.49999888992686	-99.49999977794153
15522	9.098052389799882e-07	-0.49999976705182136	-2.4999988377859186	-97.49999889102209	-99.49999977816061
15523	9.089076866142243e-07	-0.49999976728165524	-2.499998838932595	-97.49999889211625	-99.49999977837949
15524	9.080108357428784e-07	-0.49999976751126235	-2.49999884007814	-97.49999889320932	-99.49999977859814
15525	9.071150846584608e-07	-0.4999997677406429	-2.499998841222555	-97.49999889430131	-99.49999977881659
15526	9.062200101994655e-07	-0.4999997679697972	-2.499998842365841	-97.49999889539222	-99.49999977903482
15527	9.053258791524854e-07	-0.49999976819872544	-2.4999988435079987	-97.49999889648207	-99.49999977925283
15528	9.044328015961334e-07	-0.49999976842742766	-2.4999988446490296	-97.49999889757085	-99.49999977947063
15529	9.035402148138694e-07	-0.4999997686559044	-2.4999988457889346	-97.49999889865853	-99.49999977968821
15530	9.026488854702031e-07	-0.49999976888415565	-2.4999988469277143	-97.49999889974515	-99.49999977990556
15531	9.017582954240488e-07	-0.49999976911218175	-2.499998848065371	-97.4999989008307	-99.49999978012272
15532	9.008685527556182e-07	-0.49999976933998275	-2.4999988492019054	-97.49999890191518	-99.49999978033965
15533	8.999797685982358e-07	-0.49999976956755904	-2.499998850337319	-97.49999890299858	-99.49999978055638
15534	8.990919274087794e-07	-0.4999997697949108	-2.4999988514716125	-97.49999890408091	-99.4999997807729
15535	8.982047722261299e-07	-0.4999997700220383	-2.4999988526047856	-97.49999890516219	-99.4999997809892
15536	8.973185355309887e-07	-0.49999977024894177	-2.499998853736841	-97.49999890624238	-99.49999978120528
15537	8.964330823757471e-07	-0.4999997704756213	-2.49999885486778	-97.49999890732151	-99.49999978142114
15538	8.955487917350347e-07	-0.49999977070207696	-2.4999988559976023	-97.49999890839958	-99.4999997816368
15539	8.946650803531853e-07	-0.49999977092830944	-2.4999988571263105	-97.4999989094766	-99.49999978185224
15540	8.937823985921689e-07	-0.4999997711543187	-2.4999988582539046	-97.49999891055255	-99.49999978206748
15541	8.929007710434256e-07	-0.49999977138010493	-2.499998859380387	-97.49999891162742	-99.4999997822825
15542	8.920196539197178e-07	-0.4999997716056683	-2.4999988605057575	-97.49999891270124	-99.49999978249731
15543	8.911397182398417e-07	-0.49999977183100913	-2.4999988616300173	-97.49999891377404	-99.4999997827119
15544	8.902604257121638e-07	-0.49999977205612783	-2.4999988627531686	-97.49999891484575	-99.4999997829263
15545	8.89382053836929e-07	-0.4999997722810242	-2.4999988638752115	-97.49999891591638	-99.49999978314047
15546	8.885045797990543e-07	-0.4999997725056988	-2.4999988649961478	-97.49999891698597	-99.49999978335443
15547	8.876278545510985e-07	-0.4999997727301517	-2.4999988661159778	-97.4999989180545	-99.49999978356816
15548	8.867521301691994e-07	-0.49999977295438325	-2.499998867234703	-97.49999891912198	-99.49999978378169
15549	8.858774863673702e-07	-0.4999997731783935	-2.499998868352324	-97.49999892018839	-99.49999978399504
15550	8.850032273688413e-07	-0.4999997734021827	-2.4999988694688433	-97.49999892125378	-99.49999978420814
15551	8.841300577766553e-07	-0.49999977362575115	-2.49999887058426	-97.4999989223181	-99.49999978442105
15552	8.832577028661248e-07	-0.49999977384909905	-2.499998871698577	-97.49999892338138	-99.49999978463374
15553	8.823862383544601e-07	-0.4999997740722264	-2.499998872811794	-97.49999892444359	-99.49999978484624
15554	8.815157518382577e-07	-0.499999774295134	-2.499998873923913	-97.49999892550478	-99.49999978505852
15555	8.806460255472714e-07	-0.4999997745178213	-2.4999988750349345	-97.49999892656491	-99.49999978527059
15556	8.797770194024501e-07	-0.49999977474028906	-2.4999988761448595	-97.49999892762399	-99.49999978548244
15557	8.789091072713973e-07	-0.4999997749625373	-2.4999988772536903	-97.49999892868203	-99.49999978569409
15558	8.780418900289355e-07	-0.4999997751845663	-2.4999988783614264	-97.49999892973904	-99.49999978590553
15559	8.771755203862419e-07	-0.49999977540637613	-2.4999988794680696	-97.49999893079499	-99.49999978611677
15560	8.763101216335833e-07	-0.49999977562796716	-2.499998880573621	-97.49999893184989	-99.49999978632778
15561	8.754455167458985e-07	-0.4999997758493394	-2.499998881678082	-97.49999893290376	-99.4999997865386
15562	8.745817866029348e-07	-0.49999977607049345	-2.499998882781452	-97.49999893395656	-99.4999997867492
15563	8.73718960847647e-07	-0.4999997762914293	-2.4999988838837344	-97.49999893500836	-99.4999997869596
15564	8.72857011946504e-07	-0.4999997765121469	-2.499998884984929	-97.49999893605911	-99.4999997871698
15565	8.719957609315543e-07	-0.49999977673264695	-2.4999988860850384	-97.49999893710884	-99.49999978737979
15566	8.711353013945988e-07	-0.49999977695292935	-2.4999988871840615	-97.49999893815752	-99.49999978758956
15567	8.702758580447778e-07	-0.49999977717299465	-2.499998888282	-97.49999893920518	-99.49999978779913
15568	8.694171771406189e-07	-0.4999997773928428	-2.499998889378855	-97.49999894025179	-99.4999997880085
15569	8.685594817259279e-07	-0.49999977761247383	-2.4999988904746284	-97.49999894129736	-99.49999978821766
15570	8.677023967673669e-07	-0.49999977783188826	-2.499998891569321	-97.4999989423419	-99.4999997884266
15571	8.668464061556413e-07	-0.4999997780510862	-2.499998892662933	-97.49999894338544	-99.49999978863536
15572	8.659911317487889e-07	-0.499999778270068	-2.499998893755466	-97.49999894442792	-99.4999997888439
15573	8.651365925316234e-07	-0.4999997784888336	-2.499998894846921	-97.49999894546937	-99.49999978905223
15574	8.642832132754741e-07	-0.49999977870738327	-2.4999988959372987	-97.49999894650982	-99.49999978926036
15575	8.634304624055567e-07	-0.49999977892571745	-2.499998897026601	-97.49999894754923	-99.49999978946828
15576	8.625786615534814e-07	-0.49999977914383603	-2.4999988981148284	-97.4999989485876	-99.499999789676
15577	8.617273928313018e-07	-0.49999977936173956	-2.4999988992019824	-97.49999894962497	-99.4999997898835
15578	8.60877318042963e-07	-0.49999977957942804	-2.499998900288064	-97.4999989506613	-99.49999979009081
15579	8.600280691495321e-07	-0.4999997797969018	-2.4999989013730737	-97.49999895169661	-99.49999979029792
15580	8.591794468104652e-07	-0.499999780014161	-2.4999989024570133	-97.49999895273089	-99.49999979050482
